acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,beta_shift,dropout_prob,warmup_proportion,lr,weight_decay,scale,aligned_method
57.94,55.42,55.78,47.32,53.43,48.23,50.63,56.88,43.88,94.95,49.26,55.84,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,3e-05,0.01,,ctc
58.14,56.62,56.35,50.39,52.86,50.93,50.91,56.99,43.95,94.75,49.2,55.77,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,1e-05,0.01,,ctc
56.71,53.78,52.39,44.97,45.56,46.14,50.47,56.81,43.64,94.95,49.46,55.99,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,2e-05,0.01,,ctc
57.26,54.88,54.27,47.5,49.46,49.16,50.66,56.97,43.92,94.95,49.46,55.83,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2.9999999999999997e-05,0.01,,ctc
55.44,52.03,51.05,43.13,43.68,44.85,50.79,57.02,43.78,95.39,49.65,56.09,0.5651,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,1e-05,0.01,,ctc
58.34,56.85,58.36,51.74,58.15,52.08,51.08,57.11,44.19,94.82,49.07,55.72,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2e-05,0.01,,ctc
57.35,55.88,56.23,49.31,53.61,49.35,50.9,57.01,44.17,94.88,49.33,55.77,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,3e-05,0.01,,ctc
57.55,56.35,56.01,50.84,52.81,50.86,50.86,56.93,44.02,95.01,49.14,56.03,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,1e-05,0.01,,ctc
57.3,54.51,53.94,45.72,47.24,46.58,50.61,56.89,43.86,95.01,49.33,55.93,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,2e-05,0.01,,ctc
58.29,55.7,55.3,47.17,50.3,48.37,50.54,56.83,43.91,94.82,49.2,55.82,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2.9999999999999997e-05,0.01,,ctc
58.68,56.37,55.32,48.09,48.9,49.0,50.78,56.99,43.93,95.07,49.07,55.91,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,1e-05,0.01,,ctc
57.01,54.08,52.65,45.09,45.69,46.1,50.51,56.83,43.74,95.14,49.46,55.93,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2e-05,0.01,,ctc
57.99,55.69,55.53,48.52,50.79,50.13,50.64,56.94,43.86,95.07,49.39,55.91,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,3e-05,0.01,,ctc
57.3,55.4,55.23,48.33,49.49,49.36,50.84,57.03,43.84,95.07,49.01,55.92,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,1e-05,0.01,,ctc
57.16,55.59,56.3,49.42,52.76,49.79,50.9,57.02,43.93,95.14,49.14,55.95,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,1.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,2e-05,0.01,,ctc
58.88,57.36,57.98,51.39,55.71,51.93,50.84,57.05,44.33,94.37,49.52,55.51,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,2.9999999999999997e-05,0.01,,ctc
58.34,56.01,55.3,48.58,50.27,49.42,50.82,56.91,44.06,95.01,49.2,55.85,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,1e-05,0.01,,ctc
58.53,56.16,54.8,48.5,48.34,49.61,50.97,57.11,44.35,94.5,49.07,55.64,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,2e-05,0.01,,ctc
58.53,57.24,57.61,51.94,56.21,51.75,50.85,57.03,44.09,94.69,49.39,55.74,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,3e-05,0.01,,ctc
58.14,56.09,55.21,48.92,49.51,49.77,50.8,57.05,44.2,94.56,49.33,55.65,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,1e-05,0.01,,ctc
58.53,57.44,57.79,52.28,55.34,52.31,50.73,56.87,44.11,94.69,49.14,55.91,0.5904,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,2e-05,0.01,,ctc
57.5,55.52,56.28,49.56,55.45,50.21,51.04,57.13,44.33,94.69,48.94,55.67,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2.9999999999999997e-05,0.01,,ctc
57.55,55.55,56.22,49.29,54.02,50.89,50.82,56.98,44.09,94.95,49.33,55.85,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,1e-05,0.01,,ctc
56.81,54.6,54.25,47.42,50.21,48.38,50.82,56.97,44.28,94.63,49.33,55.63,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2e-05,0.01,,ctc
58.98,57.48,57.61,51.15,53.2,51.64,50.87,57.06,44.4,94.5,49.78,55.6,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,3e-05,0.01,,ctc
58.78,56.43,55.69,48.81,50.4,49.75,50.8,56.9,44.05,94.95,48.75,55.9,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,1e-05,0.01,,ctc
57.5,55.57,55.73,48.75,53.37,49.36,51.02,57.1,44.28,94.75,49.07,55.71,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,2e-05,0.01,,ctc
58.24,56.86,56.83,51.22,54.17,51.19,50.91,57.07,44.17,94.69,49.33,55.72,0.5904,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2.9999999999999997e-05,0.01,,ctc
57.99,55.93,55.11,48.7,49.27,49.67,50.79,57.04,44.12,94.5,49.33,55.99,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,1e-05,0.01,,ctc
58.09,57.0,57.24,52.0,54.74,52.15,50.72,56.85,44.11,94.69,49.26,55.71,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2e-05,0.01,,ctc
58.04,55.99,56.59,50.01,55.78,50.67,51.0,57.11,44.3,94.56,49.39,55.63,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,3e-05,0.01,,ctc
57.75,55.66,55.3,49.11,50.78,50.83,50.82,56.97,44.09,94.88,49.39,55.85,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,1e-05,0.01,,ctc
57.01,54.8,54.51,47.57,50.42,48.48,50.79,56.95,44.22,94.56,49.2,55.62,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,2e-05,0.01,,ctc
58.19,56.7,57.77,50.46,56.92,49.86,50.84,56.99,44.37,94.37,49.2,55.53,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,2.9999999999999997e-05,0.01,,ctc
58.39,57.08,56.57,50.54,51.6,51.12,50.69,56.98,43.96,95.2,49.46,55.99,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,1e-05,0.01,,ctc
58.83,56.84,56.88,49.55,54.33,49.41,50.74,56.95,44.28,94.5,49.46,55.62,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,2e-05,0.01,,ctc
58.78,57.82,58.51,52.93,55.28,52.57,50.23,56.61,43.74,94.88,49.78,55.89,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,3e-05,0.01,,ctc
58.78,57.55,57.39,51.77,54.13,52.01,50.94,57.03,44.13,94.82,48.94,55.8,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,1e-05,0.01,,ctc
57.4,56.35,57.2,51.16,54.93,50.39,50.93,57.08,44.0,95.14,48.94,56.0,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,2e-05,0.01,,ctc
56.86,55.78,56.63,50.72,54.25,50.52,51.06,57.11,44.34,94.56,48.94,55.75,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2.9999999999999997e-05,0.01,,ctc
58.78,57.31,58.02,51.52,56.91,51.29,50.78,57.03,43.98,94.88,49.07,55.84,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,1e-05,0.01,,ctc
58.34,56.75,58.01,51.47,57.0,50.92,50.76,57.0,43.98,95.01,49.33,55.85,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2e-05,0.01,,ctc
57.55,56.08,56.08,49.39,52.82,49.02,50.89,57.0,44.32,94.5,48.82,55.61,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,3e-05,0.01,,ctc
58.29,56.95,56.61,50.58,51.98,51.2,50.77,57.02,44.02,95.01,49.52,55.91,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,1e-05,0.01,,ctc
58.63,56.69,57.19,49.64,56.1,49.57,50.77,56.95,44.33,94.24,49.2,55.68,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,2e-05,0.01,,ctc
57.3,55.79,55.71,49.18,53.04,48.99,50.75,56.89,44.23,94.69,49.14,55.69,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2.9999999999999997e-05,0.01,,ctc
58.68,57.2,57.69,50.94,56.41,51.09,50.76,56.95,44.13,94.82,49.01,55.91,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,1e-05,0.01,,ctc
57.65,55.95,56.03,49.52,52.78,49.77,50.99,57.09,44.34,94.63,49.07,55.61,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2e-05,0.01,,ctc
57.26,56.18,57.0,50.93,54.4,50.64,50.99,57.06,44.27,94.5,48.82,55.67,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,3e-05,0.01,,ctc
58.48,56.95,56.96,51.62,54.5,52.68,50.7,56.93,44.05,94.75,49.52,55.78,0.5949,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,1e-05,0.01,,ctc
58.09,56.86,56.43,51.38,52.71,51.7,50.9,56.99,44.12,94.63,48.82,55.66,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,2e-05,0.01,,ctc
58.48,57.7,58.97,51.6,54.84,52.51,50.79,57.02,44.14,94.75,49.07,55.75,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,2.9999999999999997e-05,0.01,,ctc
58.34,56.44,56.47,48.95,52.97,50.01,50.83,56.97,44.12,94.63,49.26,55.67,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,1e-05,0.01,,ctc
56.76,55.22,55.02,48.01,49.29,49.19,51.06,57.1,44.22,94.69,49.39,55.69,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.2,0.1,2e-05,0.01,,ctc
57.99,55.7,55.98,46.88,49.7,47.48,50.99,56.99,44.21,94.82,48.88,55.92,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,3e-05,0.01,,ctc
58.68,55.87,55.54,47.21,51.0,47.73,50.99,57.04,44.17,94.82,48.88,55.9,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,1e-05,0.01,,ctc
58.53,55.97,56.32,47.06,51.62,47.75,50.93,57.08,44.26,94.56,48.94,55.63,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.4,0.1,2e-05,0.01,,ctc
56.91,55.19,55.44,48.76,50.69,50.92,50.85,56.94,44.15,94.75,49.39,55.77,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2.9999999999999997e-05,0.01,,ctc
57.8,55.79,55.69,48.81,52.64,49.4,50.8,56.93,43.97,94.95,49.14,55.89,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,1e-05,0.01,,ctc
57.8,56.06,56.3,49.72,53.34,49.94,50.9,57.04,44.11,94.69,49.26,55.73,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.01,0.6,0.1,2e-05,0.01,,ctc
57.3,56.45,56.53,50.68,51.38,51.03,51.14,57.14,44.45,94.63,49.07,55.63,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,3e-05,0.01,,ctc
58.24,55.8,55.36,47.3,50.29,48.29,50.84,56.97,44.02,94.82,49.65,55.91,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,1e-05,0.01,,ctc
57.89,56.22,55.85,48.94,50.81,49.81,50.97,57.02,44.2,94.56,49.14,55.57,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.2,0.1,2e-05,0.01,,ctc
58.14,55.87,56.43,47.26,51.5,47.83,51.03,57.02,44.2,94.82,49.14,55.89,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2.9999999999999997e-05,0.01,,ctc
58.09,55.82,55.59,48.31,51.86,49.7,50.92,56.98,44.22,94.75,49.14,55.72,0.5832,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,1e-05,0.01,,ctc
59.03,56.42,56.07,47.35,48.99,48.21,50.88,57.04,44.21,94.56,49.33,55.62,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.4,0.1,2e-05,0.01,,ctc
56.96,55.3,55.49,49.08,49.88,51.33,50.85,56.97,44.12,94.75,48.94,55.73,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,3e-05,0.01,,ctc
57.7,56.23,56.06,50.53,51.96,51.09,50.83,56.98,44.12,94.63,49.9,55.82,0.5877,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,1e-05,0.01,,ctc
57.21,55.48,55.61,49.23,52.63,49.44,50.83,56.99,44.09,94.69,49.33,55.74,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,4.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-27-03-00-03,0.004,0.6,0.1,2e-05,0.01,,ctc
..,,,,,,,,,,,,,,,,,,,,,,,,,,
57.99,56.5,56.93,49.37,53.53,49.05,50.92,56.99,44.18,94.95,49.46,55.89,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-04-57,0.02,0.1,0.1,2.9999999999999997e-05,0.01,2.0,ctc
57.99,56.5,56.93,49.37,53.53,49.05,50.92,56.99,44.18,94.95,49.46,55.89,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-04-57,0.02,0.1,0.1,3e-05,0.01,4.0,ctc
57.99,56.5,56.93,49.37,53.53,49.05,50.92,56.99,44.18,94.95,49.46,55.89,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-04-57,0.02,0.1,0.1,2.9999999999999997e-05,0.01,12.0,ctc
57.99,56.5,56.93,49.37,53.53,49.05,50.92,56.99,44.18,94.95,49.46,55.89,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-04-57,0.02,0.1,0.1,3e-05,0.01,32.0,ctc
...,,,,,,,,,,,,,,,,,,,,,,,,,,
58.04,56.8,58.46,51.68,57.53,51.16,50.42,56.83,43.53,95.14,49.46,55.9,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.1,0.1,2.9999999999999997e-05,0.01,2.0,conv1d
57.99,56.5,56.93,49.37,53.53,49.05,50.92,56.99,44.18,94.95,49.46,55.89,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.1,0.1,3e-05,0.01,2.0,ctc
58.48,56.04,55.54,47.7,49.97,48.18,51.11,57.17,44.15,94.95,48.88,55.9,0.5931,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.1,0.1,1e-05,0.01,2.0,conv1d
58.09,55.42,54.88,46.09,47.59,47.15,51.16,57.26,44.12,94.95,49.07,55.9,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.1,0.1,1e-05,0.01,2.0,ctc
58.04,56.23,56.43,49.75,53.0,49.77,50.63,56.85,44.04,94.75,48.82,55.73,0.5886,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.1,0.1,2e-05,0.01,2.0,conv1d
57.3,55.15,54.92,47.21,49.95,47.91,51.22,57.17,44.45,94.63,48.43,55.66,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.1,0.1,2e-05,0.01,2.0,ctc
57.65,56.72,57.22,52.02,54.21,51.83,51.23,57.18,44.55,94.37,49.01,55.61,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.3,0.1,2.9999999999999997e-05,0.01,2.0,conv1d
57.55,56.5,57.11,50.4,54.72,49.67,50.93,57.01,44.13,94.75,49.52,55.73,0.5922,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.3,0.1,3e-05,0.01,2.0,ctc
57.99,56.13,56.71,49.7,54.3,49.41,50.87,56.99,44.08,94.95,49.14,55.91,0.5922,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.3,0.1,1e-05,0.01,2.0,conv1d
58.19,56.69,59.02,49.86,59.51,50.39,50.92,56.98,44.22,94.82,49.14,55.96,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.3,0.1,1e-05,0.01,2.0,ctc
58.44,57.69,58.94,52.46,57.21,51.66,50.62,56.82,43.91,94.88,49.46,55.79,0.5931,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.3,0.1,2e-05,0.01,2.0,conv1d
57.65,56.39,57.38,50.85,55.41,51.24,51.14,57.11,44.43,94.56,49.26,55.76,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.3,0.1,2e-05,0.01,2.0,ctc
56.67,54.24,55.47,45.83,51.76,46.79,50.83,57.01,43.97,94.88,48.94,55.78,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.5,0.1,2.9999999999999997e-05,0.01,2.0,conv1d
56.57,54.76,55.91,48.33,53.83,48.5,50.95,56.98,44.16,94.63,49.01,55.7,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.5,0.1,3e-05,0.01,2.0,ctc
58.63,57.14,57.03,51.74,54.71,51.58,50.76,56.88,43.95,94.82,49.07,55.75,0.594,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,0.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-28-02-35-56,0.02,0.5,0.1,1e-05,0.01,2.0,conv1d
