acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,beta_shift,dropout_prob,warmup_proportion,lr,weight_decay,scale,aligned_method
57.21,54.76,56.16,47.86,54.54,48.89,50.56,56.8,43.92,94.88,49.65,55.8,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,2.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.6,0.1,2e-05,0.1,2.0,conv1d
58.24,56.2,56.2,49.66,52.5,51.17,50.98,57.05,44.18,94.75,49.14,55.82,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,1e-05,0.1,2.0,conv1d
56.91,55.41,56.79,49.67,56.33,50.81,51.08,57.03,44.34,94.82,49.2,55.78,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.01,2e-05,0.1,2.0,conv1d
58.29,56.55,56.2,49.66,50.7,51.07,50.87,56.99,44.04,94.75,48.88,55.78,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,1e-05,0.1,2.0,conv1d
57.85,56.33,56.47,50.92,52.53,51.93,50.96,57.06,44.07,94.82,49.14,55.8,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.05,2e-05,0.1,2.0,conv1d
57.5,55.99,56.64,50.34,55.61,50.95,51.04,57.08,44.34,94.75,49.2,55.7,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,1e-05,0.1,2.0,conv1d
57.89,55.47,55.5,47.56,51.7,48.21,50.77,56.95,43.98,95.07,49.26,55.96,0.5687,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.5,0.1,2e-05,0.1,2.0,conv1d
58.48,56.91,57.41,50.99,55.41,50.93,50.83,56.94,44.01,95.01,49.2,55.86,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,1e-05,0.1,2.0,conv1d
59.03,57.63,59.48,52.62,61.63,51.64,51.05,57.07,44.32,94.75,49.2,55.77,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.01,2e-05,0.1,2.0,conv1d
58.48,56.35,57.37,48.06,56.94,48.45,50.95,57.05,44.08,94.88,48.88,55.79,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,1e-05,0.1,2.0,conv1d
58.48,57.16,57.84,51.91,56.14,51.81,50.93,57.04,44.25,94.88,48.94,55.81,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.05,2e-05,0.1,2.0,conv1d
57.06,56.32,56.43,51.08,51.92,51.52,50.94,57.02,44.25,94.75,49.2,55.76,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,1e-05,0.1,2.0,conv1d
58.39,56.44,56.34,49.04,53.8,49.27,50.98,57.03,44.16,94.82,49.14,55.88,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.2,0.1,2e-05,0.1,2.0,conv1d
57.94,57.23,57.51,51.45,53.49,51.29,50.86,56.95,44.21,94.75,49.58,55.74,0.5913,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,1e-05,0.1,2.0,conv1d
58.53,57.3,57.4,50.55,53.46,50.47,51.01,57.18,44.21,94.5,48.88,55.69,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.01,2e-05,0.1,2.0,conv1d
58.78,56.77,56.97,49.42,53.68,50.51,50.94,57.04,44.13,94.82,49.2,55.83,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,1e-05,0.1,2.0,conv1d
58.34,57.84,58.27,52.72,55.27,51.84,50.82,57.03,44.14,94.69,49.65,55.8,0.5958,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.05,2e-05,0.1,2.0,conv1d
57.7,56.88,56.83,51.74,53.63,51.25,50.94,57.01,44.33,94.63,49.26,55.72,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,1e-05,0.1,2.0,conv1d
57.94,56.85,58.08,51.4,56.05,51.51,51.05,57.06,44.39,94.63,49.33,55.66,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.1,0.1,2e-05,0.1,2.0,conv1d
57.8,55.27,54.6,46.86,47.22,48.77,50.7,56.94,43.92,95.2,49.39,56.01,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,1e-05,0.1,2.0,conv1d
58.09,56.41,55.49,50.24,50.13,51.1,50.78,56.9,44.13,94.75,49.39,55.79,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.01,2e-05,0.1,2.0,conv1d
57.6,55.82,55.61,49.72,51.48,50.88,50.85,56.96,44.27,94.56,48.82,55.67,0.5714,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,1e-05,0.1,2.0,conv1d
57.6,55.85,57.16,50.7,55.98,51.36,51.11,57.11,44.29,94.82,48.62,55.76,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.05,2e-05,0.1,2.0,conv1d
57.6,55.06,54.39,47.06,48.38,48.5,50.7,56.91,44.11,94.43,49.39,55.73,0.5678,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,1e-05,0.1,2.0,conv1d
56.96,54.66,54.84,47.41,49.2,48.86,50.7,56.9,44.01,94.88,49.26,55.84,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.002,0.6,0.1,2e-05,0.1,2.0,conv1d
58.19,56.25,55.2,49.0,49.03,49.96,50.96,57.04,44.19,94.88,49.07,55.82,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,1e-05,0.1,2.0,conv1d
58.68,56.76,58.71,50.66,60.44,51.16,51.13,57.07,44.46,94.5,48.69,55.58,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.01,2e-05,0.1,2.0,conv1d
57.3,54.49,53.41,45.5,46.24,46.57,50.51,56.85,43.71,95.2,49.58,56.01,0.5714,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,1e-05,0.1,2.0,conv1d
57.65,56.18,56.62,50.92,54.29,51.38,50.87,56.98,43.97,94.88,49.26,55.8,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.05,2e-05,0.1,2.0,conv1d
56.91,55.27,55.17,49.02,51.51,49.94,51.03,57.07,44.33,94.75,48.94,55.85,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,1e-05,0.1,2.0,conv1d
57.55,54.84,54.04,45.57,46.43,46.62,50.41,56.79,43.64,95.07,49.78,55.96,0.5741,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.5,0.1,2e-05,0.1,2.0,conv1d
57.85,55.39,54.72,47.46,48.86,48.5,50.77,57.06,43.8,95.14,49.14,55.95,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,1e-05,0.1,2.0,conv1d
58.63,57.17,57.53,51.69,55.38,52.03,50.93,57.12,44.16,94.5,48.88,55.59,0.5859,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.01,2e-05,0.1,2.0,conv1d
58.29,55.98,56.18,47.2,53.12,47.81,50.91,57.04,44.02,94.88,49.33,55.85,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,1e-05,0.1,2.0,conv1d
58.73,57.51,57.98,52.12,56.49,51.68,50.84,56.94,44.08,94.95,49.65,55.83,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.05,2e-05,0.1,2.0,conv1d
57.3,56.53,56.69,51.74,52.84,52.08,50.99,57.06,44.28,94.69,49.14,55.69,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,1e-05,0.1,2.0,conv1d
58.24,56.14,56.22,48.47,53.62,48.74,51.0,57.06,44.14,94.82,49.26,55.81,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.2,0.1,2e-05,0.1,2.0,conv1d
59.17,57.55,58.0,50.37,55.02,50.44,50.89,56.99,44.06,94.88,49.33,55.94,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,1e-05,0.1,2.0,conv1d
58.58,57.81,58.16,52.51,55.75,51.44,51.15,57.06,44.43,94.82,48.94,55.73,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.01,2e-05,0.1,2.0,conv1d
59.22,58.33,58.28,53.05,54.79,53.06,50.68,56.84,44.14,94.75,49.71,55.88,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,1e-05,0.1,2.0,conv1d
58.24,57.12,58.38,51.36,57.53,50.9,50.93,57.03,44.03,95.07,48.69,55.91,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.05,2e-05,0.1,2.0,conv1d
58.78,57.23,59.36,50.15,60.12,50.02,51.1,57.07,44.26,94.95,48.69,55.86,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,1e-05,0.1,2.0,conv1d
57.99,55.94,55.45,47.62,49.49,47.73,50.69,56.93,43.92,95.2,49.26,55.95,0.5696,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.1,0.1,2e-05,0.1,2.0,conv1d
58.39,56.75,56.76,51.22,53.61,51.87,51.01,57.05,44.22,94.69,49.01,55.74,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,1e-05,0.1,2.0,conv1d
57.85,55.76,56.31,48.65,54.06,49.71,50.98,56.98,44.36,94.56,48.82,55.71,0.575,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.01,2e-05,0.1,2.0,conv1d
57.11,54.93,55.79,47.41,54.15,47.73,50.88,57.02,44.08,94.88,49.84,55.79,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,1e-05,0.1,2.0,conv1d
57.21,55.15,55.34,48.68,51.22,49.46,50.67,56.93,44.01,94.63,49.71,55.69,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.05,2e-05,0.1,2.0,conv1d
57.65,55.87,56.05,49.67,52.37,50.84,50.92,57.03,44.24,94.63,48.43,55.61,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,1e-05,0.1,2.0,conv1d
57.16,54.73,54.49,47.63,49.26,48.97,50.72,56.92,44.01,94.88,49.52,55.75,0.5678,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.01,0.6,0.1,2e-05,0.1,2.0,conv1d
58.14,56.12,55.11,48.68,49.04,49.51,51.01,57.07,44.23,94.95,48.82,55.77,0.5805,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,1e-05,0.1,2.0,conv1d
58.24,56.95,58.21,51.43,57.29,51.07,51.01,57.02,44.39,94.56,49.14,55.61,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.01,2e-05,0.1,2.0,conv1d
57.94,56.78,56.98,50.96,53.81,51.34,51.01,57.03,44.24,94.95,48.88,55.84,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,1e-05,0.1,2.0,conv1d
58.34,56.78,57.01,50.95,52.79,51.69,50.87,56.95,44.12,94.69,49.39,55.69,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.05,2e-05,0.1,2.0,conv1d
57.65,56.25,56.18,51.15,53.03,51.83,50.97,56.99,44.2,94.82,49.14,55.79,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,1e-05,0.1,2.0,conv1d
58.09,55.6,55.11,48.2,48.86,49.82,50.82,56.96,44.04,95.01,48.88,55.88,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.5,0.1,2e-05,0.1,2.0,conv1d
58.83,57.21,56.28,50.22,50.87,50.65,50.88,57.01,44.05,94.88,49.26,55.88,0.5895,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,1e-05,0.1,2.0,conv1d
58.39,57.82,57.96,53.29,55.34,52.62,51.07,57.06,44.3,94.88,48.75,55.81,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.01,2e-05,0.1,2.0,conv1d
58.09,55.83,55.8,47.28,51.83,47.81,50.9,57.04,44.0,94.95,49.39,55.88,0.5787,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,1e-05,0.1,2.0,conv1d
57.89,56.12,56.22,49.26,52.54,49.42,51.1,57.1,44.38,94.5,48.75,55.58,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.05,2e-05,0.1,2.0,conv1d
58.68,57.74,57.88,52.3,55.03,51.8,50.99,57.09,44.28,94.56,49.33,55.74,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,1e-05,0.1,2.0,conv1d
58.68,56.54,56.17,48.48,52.25,48.83,51.03,57.06,44.19,94.88,49.46,55.75,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.2,0.1,2e-05,0.1,2.0,conv1d
58.73,57.35,58.43,51.16,57.23,50.73,50.78,56.96,43.99,95.27,49.65,55.98,0.5841,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,1e-05,0.1,2.0,conv1d
58.88,57.71,59.99,52.06,59.83,52.02,51.24,57.25,44.51,94.43,48.88,55.58,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.01,2e-05,0.1,2.0,conv1d
57.89,55.66,55.22,47.21,50.6,47.38,50.72,56.93,43.93,95.14,49.58,55.97,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,1e-05,0.1,2.0,conv1d
58.24,57.17,59.3,51.93,61.71,51.15,51.0,57.15,44.13,94.82,49.01,55.88,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.05,2e-05,0.1,2.0,conv1d
57.6,55.68,55.33,48.06,50.96,48.92,51.07,57.11,44.32,94.56,48.88,55.65,0.5823,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,1e-05,0.1,2.0,conv1d
57.3,56.18,56.6,50.94,53.36,51.36,50.97,56.99,44.38,94.69,49.07,55.64,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.1,0.1,2e-05,0.1,2.0,conv1d
57.89,55.9,55.75,49.62,53.28,50.19,50.85,56.99,44.16,94.82,49.14,55.82,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,1e-05,0.1,2.0,conv1d
58.48,56.42,56.3,49.72,53.04,50.83,50.96,57.01,44.28,94.63,49.07,55.82,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.01,2e-05,0.1,2.0,conv1d
56.86,55.37,55.19,49.22,50.52,50.32,50.97,57.05,44.32,94.56,48.94,55.74,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,1e-05,0.1,2.0,conv1d
57.99,55.88,55.88,49.17,51.54,49.96,50.74,57.06,44.11,94.56,49.26,55.63,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.05,2e-05,0.1,2.0,conv1d
57.8,56.13,57.07,50.18,56.81,50.37,51.01,57.08,44.36,94.69,49.26,55.69,0.5723,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,1e-05,0.1,2.0,conv1d
56.71,54.39,54.14,47.33,49.15,48.71,50.69,56.9,44.0,95.01,49.07,55.85,0.5669,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.03,0.6,0.1,2e-05,0.1,2.0,conv1d
57.89,55.9,55.71,49.1,52.44,49.71,50.92,57.05,44.22,94.63,49.01,55.63,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,1e-05,0.1,2.0,conv1d
58.04,57.3,57.8,53.1,55.63,53.03,51.16,57.07,44.6,94.24,49.01,55.5,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.01,2e-05,0.1,2.0,conv1d
57.65,54.81,53.71,45.54,46.37,46.55,50.5,56.85,43.71,95.2,49.65,56.0,0.5732,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,1e-05,0.1,2.0,conv1d
57.94,56.23,57.56,50.13,56.68,50.36,50.61,56.84,43.91,94.88,49.52,55.82,0.5769,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.05,2e-05,0.1,2.0,conv1d
58.24,56.8,56.98,51.45,55.68,51.43,51.01,57.06,44.32,94.69,49.33,55.72,0.5778,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.1,1e-05,0.1,2.0,conv1d
57.45,54.67,53.61,45.49,46.19,46.53,50.39,56.79,43.64,95.01,49.71,55.87,0.5687,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.5,0.1,2e-05,0.1,2.0,conv1d
58.39,55.95,55.54,47.88,49.94,48.85,50.83,57.09,43.81,94.95,49.14,55.88,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.01,1e-05,0.1,2.0,conv1d
59.27,57.85,59.5,52.46,60.6,51.8,51.24,57.24,44.48,94.82,49.07,55.71,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.01,2e-05,0.1,2.0,conv1d
58.39,56.09,56.4,47.4,53.45,48.01,50.86,57.0,44.03,94.75,49.01,55.76,0.5759,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.05,1e-05,0.1,2.0,conv1d
58.78,57.47,58.16,51.94,56.28,51.8,50.84,56.98,44.04,94.95,49.2,56.06,0.5814,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.05,2e-05,0.1,2.0,conv1d
58.34,57.41,57.65,52.05,54.7,51.58,50.96,57.11,44.25,94.69,48.69,55.73,0.585,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.1,1e-05,0.1,2.0,conv1d
58.29,56.25,56.36,48.59,53.89,48.88,50.91,56.99,44.13,94.88,48.88,55.86,0.5796,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.2,0.1,2e-05,0.1,2.0,conv1d
59.22,57.72,57.11,50.89,52.8,50.8,50.9,57.04,44.05,95.07,49.2,55.9,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.01,1e-05,0.1,2.0,conv1d
57.89,57.41,57.97,52.71,54.83,52.41,51.21,57.21,44.53,94.63,49.01,55.8,0.5868,MIntRec2,MIntRec2-OOD,mag_bert,ma,bert-base-uncased,3.0,mag_bert_ma_MIntRec2_multi-class_0_2024-04-29-03-52-57,0.05,0.1,0.01,2e-05,0.1,2.0,conv1d
