acc,weighted_f1,weighted_prec,f1,prec,rec,auroc,aupr_in,aupr_out,fpr95,eer,der,eval_acc,dataset,ood_dataset,method,ood_detection_method,text_backbone,seed,log_id,reverse_grad_weight,hidden_size,dropout_rate,diff_weight,sim_weight,recon_weight,lr
59.32,58.86,58.79,53.44,54.63,52.93,50.49,56.84,43.86,94.88,49.84,55.81,,MIntRec2,MIntRec2-OOD,misa,energy,bert-base-uncased,1.0,misa_energy_MIntRec2_multi-class_0_2024-05-01-02-04-05,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.93,58.47,58.38,53.01,54.36,52.44,50.55,56.85,44.03,94.88,49.58,55.81,,MIntRec2,MIntRec2-OOD,misa,energy,bert-base-uncased,2.0,misa_energy_MIntRec2_multi-class_0_2024-05-01-02-04-05,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.7,57.5,57.78,52.06,52.7,51.97,50.59,56.87,43.67,95.2,49.58,55.96,,MIntRec2,MIntRec2-OOD,misa,energy,bert-base-uncased,3.0,misa_energy_MIntRec2_multi-class_0_2024-05-01-02-04-05,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.44,57.67,57.77,52.4,54.66,51.42,50.73,56.94,44.09,94.69,49.46,55.75,,MIntRec2,MIntRec2-OOD,misa,energy,bert-base-uncased,4.0,misa_energy_MIntRec2_multi-class_0_2024-05-01-02-04-05,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.88,58.0,58.08,52.56,55.51,52.01,50.56,57.11,43.73,94.82,49.58,55.84,,MIntRec2,MIntRec2-OOD,misa,maxlogit,bert-base-uncased,0.0,misa_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-06-52,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
59.32,58.86,58.79,53.44,54.63,52.93,50.46,56.82,43.85,94.82,49.9,55.74,,MIntRec2,MIntRec2-OOD,misa,maxlogit,bert-base-uncased,1.0,misa_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-06-52,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.93,58.47,58.38,53.01,54.36,52.44,50.57,56.85,44.09,94.63,49.46,55.65,,MIntRec2,MIntRec2-OOD,misa,maxlogit,bert-base-uncased,2.0,misa_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-06-52,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.7,57.5,57.78,52.06,52.7,51.97,50.56,56.86,43.69,95.2,49.84,55.93,,MIntRec2,MIntRec2-OOD,misa,maxlogit,bert-base-uncased,3.0,misa_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-06-52,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.44,57.67,57.77,52.4,54.66,51.42,50.69,56.9,44.15,94.75,49.58,55.68,,MIntRec2,MIntRec2-OOD,misa,maxlogit,bert-base-uncased,4.0,misa_maxlogit_MIntRec2_multi-class_0_2024-05-01-02-06-52,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.88,58.0,58.08,52.56,55.51,52.01,50.33,56.97,43.63,94.75,49.58,55.76,,MIntRec2,MIntRec2-OOD,misa,msp,bert-base-uncased,0.0,misa_msp_MIntRec2_multi-class_0_2024-05-01-02-09-48,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
59.32,58.86,58.79,53.44,54.63,52.93,50.29,56.75,43.73,94.95,49.97,55.82,,MIntRec2,MIntRec2-OOD,misa,msp,bert-base-uncased,1.0,misa_msp_MIntRec2_multi-class_0_2024-05-01-02-09-48,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.93,58.47,58.38,53.01,54.36,52.44,50.57,56.9,44.11,94.5,49.65,55.56,,MIntRec2,MIntRec2-OOD,misa,msp,bert-base-uncased,2.0,misa_msp_MIntRec2_multi-class_0_2024-05-01-02-09-48,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
57.7,57.5,57.78,52.06,52.7,51.97,50.46,56.96,43.68,95.01,50.03,55.85,,MIntRec2,MIntRec2-OOD,misa,msp,bert-base-uncased,3.0,misa_msp_MIntRec2_multi-class_0_2024-05-01-02-09-48,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
58.44,57.67,57.77,52.4,54.66,51.42,50.55,56.88,44.07,94.88,49.65,55.84,,MIntRec2,MIntRec2-OOD,misa,msp,bert-base-uncased,4.0,misa_msp_MIntRec2_multi-class_0_2024-05-01-02-09-48,0.3,256.0,0.1,0.5,0.7,0.3,2e-05
