acc,f1,prec,rec,eval_acc,dataset,method,text_backbone,seed,logger_name,eval_f1,num_attention_heads,attention_probs_dropout_prob,hidden_dropout_prob,num_hidden_layers,dropout,aligned_method,lr,hidden_size,hidden_dims,intermediate_size,max_position_embeddings,d_num_attention_heads,d_attention_probs_dropout_prob,d_hidden_dropout_prob,d_num_hidden_layers,d_max_position_embeddings,m_num_attention_heads,m_attention_probs_dropout_prob,m_hidden_dropout_prob,m_num_hidden_layers,m_max_position_embeddings,patience,factor
fusion_feats = torch.cat((t_a_att , t_v_att , t_att), dim=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.69,69.9,69.78,70.81,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-14-31-12,0.6928,12.0,0.1,0.2,6.0,0.5,ctc,9e-06,,,,,,,,,,,,,,,,
69.21,65.57,66.93,65.44,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-14-38-58,0.691,12.0,0.1,0.2,6.0,0.5,ctc,8e-06,,,,,,,,,,,,,,,,
70.34,68.74,69.05,69.15,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-14-43-58,0.6826,12.0,0.1,0.2,8.0,0.3,conv1d,1e-05,,,,,,,,,,,,,,,,
71.24,68.94,69.52,69.02,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-14-50-03,0.68,12.0,0.1,0.2,8.0,0.3,conv1d,9e-06,,,,,,,,,,,,,,,,
70.79,68.38,69.65,67.86,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-14-56-40,0.6764,12.0,0.1,0.2,8.0,0.3,conv1d,8e-06,,,,,,,,,,,,,,,,
70.56,67.27,68.22,67.0,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-02-29,0.6917,12.0,0.1,0.2,8.0,0.3,ctc,1e-05,,,,,,,,,,,,,,,,
70.11,66.8,67.27,67.07,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-10-36,0.6862,12.0,0.1,0.2,8.0,0.3,ctc,9e-06,,,,,,,,,,,,,,,,
69.44,65.17,66.37,64.94,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-16-16,0.6836,12.0,0.1,0.2,8.0,0.3,ctc,8e-06,,,,,,,,,,,,,,,,
70.34,67.75,68.52,67.82,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-21-15,0.6902,12.0,0.1,0.2,8.0,0.1,conv1d,1e-05,,,,,,,,,,,,,,,,
70.56,68.24,68.85,68.26,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-27-14,0.6834,12.0,0.1,0.2,8.0,0.1,conv1d,9e-06,,,,,,,,,,,,,,,,
71.01,68.24,69.15,68.25,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-36-33,0.6849,12.0,0.1,0.2,8.0,0.1,conv1d,8e-06,,,,,,,,,,,,,,,,
71.01,68.22,68.75,68.57,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-42-38,0.6911,12.0,0.1,0.2,8.0,0.1,ctc,1e-05,,,,,,,,,,,,,,,,
71.69,68.49,69.15,68.54,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-47-52,0.6902,12.0,0.1,0.2,8.0,0.1,ctc,9e-06,,,,,,,,,,,,,,,,
71.24,67.51,69.01,66.84,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-15-54-27,0.6845,12.0,0.1,0.2,8.0,0.1,ctc,8e-06,,,,,,,,,,,,,,,,
71.46,68.84,68.96,69.24,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-02-22,0.6916,12.0,0.1,0.2,8.0,0.5,conv1d,1e-05,,,,,,,,,,,,,,,,
70.56,67.33,68.71,67.04,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-10-24,0.6822,12.0,0.1,0.2,8.0,0.5,conv1d,9e-06,,,,,,,,,,,,,,,,
69.89,67.77,68.44,67.91,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-15-10,0.6802,12.0,0.1,0.2,8.0,0.5,conv1d,8e-06,,,,,,,,,,,,,,,,
70.34,67.44,67.55,67.92,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-20-17,0.6993,12.0,0.1,0.2,8.0,0.5,ctc,1e-05,,,,,,,,,,,,,,,,
70.79,67.85,68.42,67.8,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-26-54,0.6992,12.0,0.1,0.2,8.0,0.5,ctc,9e-06,,,,,,,,,,,,,,,,
70.56,67.74,68.51,67.5,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-33-28,0.6895,12.0,0.1,0.2,8.0,0.5,ctc,8e-06,,,,,,,,,,,,,,,,
71.69,70.24,70.07,71.1,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-40-29,0.6864,12.0,0.1,0.3,6.0,0.3,conv1d,1e-05,,,,,,,,,,,,,,,,
70.56,68.19,68.11,69.15,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-45-07,0.6937,12.0,0.1,0.3,6.0,0.3,conv1d,9e-06,,,,,,,,,,,,,,,,
69.44,66.81,66.79,67.21,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-52-28,0.6969,12.0,0.1,0.3,6.0,0.3,conv1d,8e-06,,,,,,,,,,,,,,,,
71.46,69.0,69.81,69.05,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-16-59-53,0.6986,12.0,0.1,0.3,6.0,0.3,ctc,1e-05,,,,,,,,,,,,,,,,
71.69,68.81,68.96,69.54,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-04-56,0.7076,12.0,0.1,0.3,6.0,0.3,ctc,9e-06,,,,,,,,,,,,,,,,
71.46,68.18,68.31,69.21,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-09-45,0.6982,12.0,0.1,0.3,6.0,0.3,ctc,8e-06,,,,,,,,,,,,,,,,
69.21,67.01,68.39,67.26,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-14-31,0.6902,12.0,0.1,0.3,6.0,0.1,conv1d,1e-05,,,,,,,,,,,,,,,,
68.99,66.18,66.07,66.82,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-19-42,0.6935,12.0,0.1,0.3,6.0,0.1,conv1d,9e-06,,,,,,,,,,,,,,,,
68.99,66.87,67.41,67.42,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-26-50,0.693,12.0,0.1,0.3,6.0,0.1,conv1d,8e-06,,,,,,,,,,,,,,,,
71.69,68.97,69.07,69.39,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-32-00,0.6952,12.0,0.1,0.3,6.0,0.1,ctc,1e-05,,,,,,,,,,,,,,,,
71.01,67.88,67.94,68.53,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-39-38,0.6906,12.0,0.1,0.3,6.0,0.1,ctc,9e-06,,,,,,,,,,,,,,,,
70.79,68.49,68.71,69.02,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-44-23,0.6934,12.0,0.1,0.3,6.0,0.1,ctc,8e-06,,,,,,,,,,,,,,,,
71.01,68.55,68.96,68.67,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-17-50-32,0.7040000000000001,12.0,0.1,0.3,6.0,0.5,conv1d,1e-05,,,,,,,,,,,,,,,,
69.21,66.23,65.58,67.44,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-00-14,0.684,12.0,0.1,0.3,6.0,0.5,conv1d,9e-06,,,,,,,,,,,,,,,,
70.34,67.23,68.35,67.13,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-05-04,0.6853,12.0,0.1,0.3,6.0,0.5,conv1d,8e-06,,,,,,,,,,,,,,,,
70.34,67.01,66.97,68.27,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-09-40,0.7007,12.0,0.1,0.3,6.0,0.5,ctc,1e-05,,,,,,,,,,,,,,,,
71.24,68.63,69.45,68.42,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-14-24,0.6955,12.0,0.1,0.3,6.0,0.5,ctc,9e-06,,,,,,,,,,,,,,,,
70.11,68.16,68.16,68.97,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-19-27,0.6944,12.0,0.1,0.3,6.0,0.5,ctc,8e-06,,,,,,,,,,,,,,,,
71.01,66.63,70.1,65.54,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-24-28,0.6941,12.0,0.1,0.3,8.0,0.3,conv1d,1e-05,,,,,,,,,,,,,,,,
70.34,66.08,69.22,64.9,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-28-38,0.6845,12.0,0.1,0.3,8.0,0.3,conv1d,9e-06,,,,,,,,,,,,,,,,
70.34,67.51,68.55,67.26,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-32-44,0.674,12.0,0.1,0.3,8.0,0.3,conv1d,8e-06,,,,,,,,,,,,,,,,
68.99,64.2,63.19,66.11,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-39-28,0.6835,12.0,0.1,0.3,8.0,0.3,ctc,1e-05,,,,,,,,,,,,,,,,
70.79,67.9,69.89,67.33,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-43-43,0.6847,12.0,0.1,0.3,8.0,0.3,ctc,9e-06,,,,,,,,,,,,,,,,
71.01,68.31,70.1,67.61,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-48-57,0.6825,12.0,0.1,0.3,8.0,0.3,ctc,8e-06,,,,,,,,,,,,,,,,
70.11,66.33,69.99,64.89,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-54-21,0.6823,12.0,0.1,0.3,8.0,0.1,conv1d,1e-05,,,,,,,,,,,,,,,,
71.24,68.68,69.4,68.59,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-18-58-39,0.6866,12.0,0.1,0.3,8.0,0.1,conv1d,9e-06,,,,,,,,,,,,,,,,
70.79,68.13,68.65,68.18,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-04-52,0.6837,12.0,0.1,0.3,8.0,0.1,conv1d,8e-06,,,,,,,,,,,,,,,,
72.36,69.46,69.95,69.8,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-11-20,0.6848,12.0,0.1,0.3,8.0,0.1,ctc,1e-05,,,,,,,,,,,,,,,,
71.24,68.08,70.22,67.46,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-16-40,0.6920000000000001,12.0,0.1,0.3,8.0,0.1,ctc,9e-06,,,,,,,,,,,,,,,,
71.24,67.97,68.7,68.04,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-21-59,0.6958,12.0,0.1,0.3,8.0,0.1,ctc,8e-06,,,,,,,,,,,,,,,,
71.01,68.44,68.46,68.85,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-28-35,0.6797,12.0,0.1,0.3,8.0,0.5,conv1d,1e-05,,,,,,,,,,,,,,,,
70.11,67.42,68.84,67.13,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-34-39,0.6683,12.0,0.1,0.3,8.0,0.5,conv1d,9e-06,,,,,,,,,,,,,,,,
70.11,67.44,69.05,66.97,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-39-28,0.6886,12.0,0.1,0.3,8.0,0.5,conv1d,8e-06,,,,,,,,,,,,,,,,
71.24,68.06,68.36,68.19,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-44-19,0.6979,12.0,0.1,0.3,8.0,0.5,ctc,1e-05,,,,,,,,,,,,,,,,
70.56,67.66,68.4,67.66,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-19-51-02,0.6867,12.0,0.1,0.3,8.0,0.5,ctc,9e-06,,,,,,,,,,,,,,,,
69.66,66.84,67.15,67.19,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-00-26,0.6987,12.0,0.1,0.3,8.0,0.5,ctc,8e-06,,,,,,,,,,,,,,,,
70.79,68.3,68.83,68.81,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-06-29,0.6938,12.0,0.2,0.2,6.0,0.3,conv1d,1e-05,,,,,,,,,,,,,,,,
70.34,68.04,67.79,68.99,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-13-29,0.6891,12.0,0.2,0.2,6.0,0.3,conv1d,9e-06,,,,,,,,,,,,,,,,
69.44,66.52,66.56,67.05,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-18-57,0.698,12.0,0.2,0.2,6.0,0.3,conv1d,8e-06,,,,,,,,,,,,,,,,
71.69,68.39,69.81,68.42,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-26-34,0.7086,12.0,0.2,0.2,6.0,0.3,ctc,1e-05,,,,,,,,,,,,,,,,
70.56,67.51,68.02,67.83,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-31-47,0.7138,12.0,0.2,0.2,6.0,0.3,ctc,9e-06,,,,,,,,,,,,,,,,
69.66,67.28,66.96,68.46,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-37-02,0.7052,12.0,0.2,0.2,6.0,0.3,ctc,8e-06,,,,,,,,,,,,,,,,
70.11,67.84,68.74,67.93,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-41-57,0.6975,12.0,0.2,0.2,6.0,0.1,conv1d,1e-05,,,,,,,,,,,,,,,,
69.44,66.61,67.14,66.95,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-47-19,0.6916,12.0,0.2,0.2,6.0,0.1,conv1d,9e-06,,,,,,,,,,,,,,,,
68.99,67.29,67.55,67.57,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-52-40,0.6970000000000001,12.0,0.2,0.2,6.0,0.1,conv1d,8e-06,,,,,,,,,,,,,,,,
71.24,68.61,68.88,69.15,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-20-57-58,0.6973,12.0,0.2,0.2,6.0,0.1,ctc,1e-05,,,,,,,,,,,,,,,,
71.69,68.73,68.82,69.06,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-05-53,0.6893,12.0,0.2,0.2,6.0,0.1,ctc,9e-06,,,,,,,,,,,,,,,,
70.79,68.85,68.68,69.59,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-10-44,0.688,12.0,0.2,0.2,6.0,0.1,ctc,8e-06,,,,,,,,,,,,,,,,
70.79,67.84,68.29,67.94,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-17-41,0.6898,12.0,0.2,0.2,6.0,0.5,conv1d,1e-05,,,,,,,,,,,,,,,,
70.79,68.54,68.83,68.78,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-24-44,0.6964,12.0,0.2,0.2,6.0,0.5,conv1d,9e-06,,,,,,,,,,,,,,,,
70.11,67.22,67.26,67.56,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-35-13,0.6955,12.0,0.2,0.2,6.0,0.5,conv1d,8e-06,,,,,,,,,,,,,,,,
69.44,66.5,66.35,67.46,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-41-59,0.6976,12.0,0.2,0.2,6.0,0.5,ctc,1e-05,,,,,,,,,,,,,,,,
70.56,66.83,66.72,67.73,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-47-45,0.691,12.0,0.2,0.2,6.0,0.5,ctc,9e-06,,,,,,,,,,,,,,,,
69.66,67.01,67.26,67.59,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-52-41,0.6924,12.0,0.2,0.2,6.0,0.5,ctc,8e-06,,,,,,,,,,,,,,,,
70.11,66.89,70.27,65.4,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-21-57-54,0.6951,12.0,0.2,0.2,8.0,0.3,conv1d,1e-05,,,,,,,,,,,,,,,,
71.24,66.51,69.5,65.65,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-02-10,0.6811,12.0,0.2,0.2,8.0,0.3,conv1d,9e-06,,,,,,,,,,,,,,,,
71.46,68.8,69.9,68.58,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-06-23,0.6881,12.0,0.2,0.2,8.0,0.3,conv1d,8e-06,,,,,,,,,,,,,,,,
71.91,68.23,68.97,68.13,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-12-40,0.7005,12.0,0.2,0.2,8.0,0.3,ctc,1e-05,,,,,,,,,,,,,,,,
71.91,68.86,70.15,68.37,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-19-48,0.6836,12.0,0.2,0.2,8.0,0.3,ctc,9e-06,,,,,,,,,,,,,,,,
72.13,69.17,69.69,69.29,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-25-15,0.6883,12.0,0.2,0.2,8.0,0.3,ctc,8e-06,,,,,,,,,,,,,,,,
70.34,66.98,69.75,65.86,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-31-44,0.6806,12.0,0.2,0.2,8.0,0.1,conv1d,1e-05,,,,,,,,,,,,,,,,
71.46,66.86,70.5,65.61,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-35-56,0.6809999999999999,12.0,0.2,0.2,8.0,0.1,conv1d,9e-06,,,,,,,,,,,,,,,,
72.13,70.17,70.71,70.15,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-40-12,0.6929,12.0,0.2,0.2,8.0,0.1,conv1d,8e-06,,,,,,,,,,,,,,,,
72.13,69.32,71.08,68.85,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-47-45,0.6804,12.0,0.2,0.2,8.0,0.1,ctc,1e-05,,,,,,,,,,,,,,,,
71.46,68.5,69.69,68.36,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-52-23,0.6925,12.0,0.2,0.2,8.0,0.1,ctc,9e-06,,,,,,,,,,,,,,,,
70.56,67.12,68.13,66.79,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-22-57-55,0.6907,12.0,0.2,0.2,8.0,0.1,ctc,8e-06,,,,,,,,,,,,,,,,
69.66,67.26,67.32,68.0,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-04-46,0.6757,12.0,0.2,0.2,8.0,0.5,conv1d,1e-05,,,,,,,,,,,,,,,,
69.66,67.86,68.02,68.83,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-10-01,0.6754,12.0,0.2,0.2,8.0,0.5,conv1d,9e-06,,,,,,,,,,,,,,,,
69.89,66.38,67.26,66.57,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-15-12,0.6863,12.0,0.2,0.2,8.0,0.5,conv1d,8e-06,,,,,,,,,,,,,,,,
71.24,68.64,69.78,68.47,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-20-07,0.6981,12.0,0.2,0.2,8.0,0.5,ctc,1e-05,,,,,,,,,,,,,,,,
70.79,67.49,68.26,67.53,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-27-55,0.6969,12.0,0.2,0.2,8.0,0.5,ctc,9e-06,,,,,,,,,,,,,,,,
70.34,67.61,68.21,67.7,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-36-07,0.6956,12.0,0.2,0.2,8.0,0.5,ctc,8e-06,,,,,,,,,,,,,,,,
70.79,68.29,68.38,68.68,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-43-00,0.69,12.0,0.2,0.3,6.0,0.3,conv1d,1e-05,,,,,,,,,,,,,,,,
68.99,66.53,67.44,66.62,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-47-45,0.6847,12.0,0.2,0.3,6.0,0.3,conv1d,9e-06,,,,,,,,,,,,,,,,
69.66,66.63,66.82,66.86,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-01-23-52-33,0.7020000000000001,12.0,0.2,0.3,6.0,0.3,conv1d,8e-06,,,,,,,,,,,,,,,,
71.69,69.26,68.95,70.16,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-01-05,0.6977,12.0,0.2,0.3,6.0,0.3,ctc,1e-05,,,,,,,,,,,,,,,,
71.46,68.08,68.47,68.86,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-08-56,0.7052,12.0,0.2,0.3,6.0,0.3,ctc,9e-06,,,,,,,,,,,,,,,,
70.79,67.78,68.17,68.22,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-13-52,0.6923,12.0,0.2,0.3,6.0,0.3,ctc,8e-06,,,,,,,,,,,,,,,,
69.89,67.5,67.8,67.88,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-19-06,0.6907,12.0,0.2,0.3,6.0,0.1,conv1d,1e-05,,,,,,,,,,,,,,,,
69.44,66.24,66.74,66.59,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-24-38,0.6974,12.0,0.2,0.3,6.0,0.1,conv1d,9e-06,,,,,,,,,,,,,,,,
69.44,66.6,67.34,66.79,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-31-41,0.6914,12.0,0.2,0.3,6.0,0.1,conv1d,8e-06,,,,,,,,,,,,,,,,
71.46,69.09,69.2,69.8,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-37-02,0.7024,12.0,0.2,0.3,6.0,0.1,ctc,1e-05,,,,,,,,,,,,,,,,
71.24,68.93,68.92,69.49,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-44-57,0.6961,12.0,0.2,0.3,6.0,0.1,ctc,9e-06,,,,,,,,,,,,,,,,
70.34,67.57,67.49,68.19,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-52-52,0.6927,12.0,0.2,0.3,6.0,0.1,ctc,8e-06,,,,,,,,,,,,,,,,
69.44,67.11,67.0,67.71,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-00-59-08,0.6941,12.0,0.2,0.3,6.0,0.5,conv1d,1e-05,,,,,,,,,,,,,,,,
68.54,65.63,64.97,66.76,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-01-04-02,0.6924,12.0,0.2,0.3,6.0,0.5,conv1d,9e-06,,,,,,,,,,,,,,,,
71.24,68.03,68.81,67.99,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-01-08-57,0.6838,12.0,0.2,0.3,6.0,0.5,conv1d,8e-06,,,,,,,,,,,,,,,,
70.79,68.28,69.11,69.05,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-01-13-34,0.6981,12.0,0.2,0.3,6.0,0.5,ctc,1e-05,,,,,,,,,,,,,,,,
70.34,67.5,69.01,67.53,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-01-17-45,0.6963,12.0,0.2,0.3,6.0,0.5,ctc,9e-06,,,,,,,,,,,,,,,,
69.44,66.44,66.57,67.04,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-01-22-50,0.6954,12.0,0.2,0.3,6.0,0.5,ctc,8e-06,,,,,,,,,,,,,,,,
70.56,67.64,71.59,65.97,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-01-29-03,0.6823,12.0,0.2,0.3,8.0,0.3,conv1d,1e-05,,,,,,,,,,,,,,,,
71.24,68.83,69.5,68.72,,MIntRec,msz,bert-base-uncased,1.0,msz_MIntRec_multi-class_seed-1_2024-03-02-01-33-13,0.6853,12.0,0.2,0.3,8.0,0.3,conv1d,9e-06,,,,,,,,,,,,,,,,
